NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
RWKP,109911,106630,76127.75,56722,31248,16,4,4,4,97556.25,79826.58333,54699.25,190187.9925
ONIK,39000,39000,39000,47000,31000,36,36,6,3,39000,41666.66667,39000,117330.0454
URCJ,437000,844000,437000,30000,437000,16,2,2,2,572666.6667,437000,301333.3333,670724.2871
RHVP,232500,435000,232500,30000,232500,36,36,6,3,300000,232500,165000,520706.3379
NYIO,115000,200000,115000,30000,115000,16,6,6,7,143333.3333,115000,86666.66667,351587.2308
TCPU,165000,300000,165000,30000,165000,36,36,16,1,210000,165000,120000,212201.6783
SSCE,105000,180000,105000,30000,105000,36,36,8,7,130000,105000,80000,249580.7133
DPPE,115000,200000,115000,30000,115000,16,4,3,3,143333.3333,115000,86666.66667,631511.7821
BRMQ,19982.5,19982.5,19982.5,9761,30204,16,12,10,16,19982.5,16575.33333,19982.5,62206.08167
ZJWW,49958.33333,49958.33333,8325,112007,29543,16,4,4,4,36080.55556,56763.44444,49958.33333,163978.3415
GSSZ,24467,24467,24467,19697,29237,32,12,14,16,24467,22877,24467,159383.9806
SUCI,15000,31000,23000,23000,23000,16,2,2,2,23000,25666.66667,23000,67628.13354
EXSP,17254.5,17254.5,17254.5,5358,29151,36,36,2,2,17254.5,13289,17254.5,25779.33458
XSRF,24282.5,24282.5,24282.5,20865,27700,16,2,1,4,24282.5,23143.33333,24282.5,239455.4369
JXMR,23336.5,23336.5,23336.5,18995,27678,36,36,10,9,23336.5,21889.33333,23336.5,60299.70562
WGJP,15963,15963,15963,4583,27343,36,36,4,4,15963,12169.66667,15963,51198.88994
DKHI,14500,14500,14500,1000,28000,36,36,2,2,14500,10000,14500,41623.43396
WWYB,19433.5,19433.5,19433.5,11777,27090,16,6,12,15,19433.5,16881.33333,19433.5,72541.25271
XDTN,19000,19000,19000,11000,27000,36,36,2,2,19000,16333.33333,19000,31342.00542
MGKW,47360.5,47360.5,47360.5,68089,26632,16,8,13,10,47360.5,54270,47360.5,238930.2446
QKXL,1701456,863464.5,863464.5,863464.5,25473,36,36,20,19,1142795,863464.5,584134,1544879.449
MFZG,25000,25000,25000,25000,25000,16,2,2,2,25000,25000,25000,26930.27563
QWPM,12520.5,12520.5,12520.5,41,25000,36,36,5,6,12520.5,8360.666667,12520.5,107579.8829
WXQO,15470.5,15470.5,15470.5,5980,24961,16,4,4,4,15470.5,12307,15470.5,48051.43786
FFSR,28272,28272,28272,31543,25001,36,36,10,9,28272,29362.33333,28272,71776.66188
LZYN,13000,18500,18500,18500,24000,36,36,6,3,16666.66667,18500,20333.33333,43155.39729
KBCM,12399,12399,12399,975,23823,16,8,7,8,12399,8591,12399,74326.74688
JZNY,32767.5,32767.5,32767.5,42734,22801,36,36,16,1,32767.5,36089.66667,32767.5,53099.36854
HLBV,44648,44648,44648,66993,22303,36,36,10,12,44648,52096.33333,44648,298007.756
YWHB,10721,39841,28630,21878,25267.5,36,36,2,2,26397.33333,30116.33333,25258.5,59198.785
OATU,17144.5,17144.5,17144.5,12052,22237,36,36,16,1,17144.5,15447,17144.5,30631.50875
MDJT,29772,22393.66667,22393.66667,14972,22437,12,5,10,38,24853.11111,19919.77778,19934.22222,234857.5635
EFEW,33570,33570,33570,45383,21757,32,5,5,4,33570,37507.66667,33570,84764.60708
LYYH,16938,16938,16938,12312,21564,36,36,6,3,16938,15396,16938,57074.83333
KTPQ,20500,20500,20500,20000,21000,36,36,8,7,20500,20333.33333,20500,25430.66583
WFLR,120000,220000,120000,20000,120000,16,2,2,2,153333.3333,120000,86666.66667,329973.6246
JLBX,185000,350000,185000,20000,185000,36,36,4,4,240000,185000,130000,368091.1371
GRKW,100000,180000,100000,20000,100000,16,12,9,8,126666.6667,100000,73333.33333,290988.6762
QMGE,60000,100000,60000,20000,60000,36,36,16,1,73333.33333,60000,46666.66667,170058.2454
FVFV,22787,22787,22787,25320,20254,16,12,10,16,22787,23631.33333,22787,66005.41521
CEDX,18318.5,18318.5,18318.5,16684,19953,16,8,8,10,18318.5,17773.66667,18318.5,38518.38958
WHUW,25850.5,25850.5,25850.5,32896,18805,16,8,18,24,25850.5,28199,25850.5,115369.2494
YBXR,9889,13567,17245,13567,13567,24,26,28,34,13567,14793,14793,125714.4667
DBVW,147371.5,147371.5,147371.5,276747,17996,36,36,10,9,147371.5,190496.6667,147371.5,455449.3958
YZWB,15411.5,15411.5,15411.5,13009,17814,36,36,4,4,15411.5,14610.66667,15411.5,25375.12375
BLJJ,9194.5,9194.5,9194.5,1900,16489,16,2,2,2,9194.5,6763,9194.5,21480.46542
WBIT,130338,73372.5,73372.5,73372.5,16407,36,36,30,20,92361,73372.5,54384,533827.6369
WCAD,18222,18222,18222,20114,16330,16,5,5,5,18222,18852.66667,18222,61440.48958
CZJE,8125,8125,300,15950,8125,36,36,2,2,5516.666667,8125,8125,9274.555
MEDY,11130,11130,11130,6460,15800,36,36,6,3,11130,9573.333333,11130,64808.02292
OVWE,18509,18509,18509,20860,16158,16,4,4,4,18509,19292.66667,18509,31143.82958
JBFV,142149,16560,79354.5,79354.5,79354.5,16,8,13,10,79354.5,58423,79354.5,333811.8633
WGNP,30822,16419,23620.5,23620.5,23620.5,36,36,16,1,23620.5,21220,23620.5,47181.73479
RTLN,22233,16294,19263.5,19263.5,19263.5,16,11,14,23,19263.5,18273.66667,19263.5,41162.93792
FLWT,75000,75000,75000,15000,60000,16,2,2,2,75000,55000,50000,74601.01813
IITN,15000,15000,15000,15000,15000,16,2,1,4,15000,15000,15000,16655.33362
JWFD,15000,15000,15000,15000,15000,16,4,4,4,15000,15000,15000,16655.33362
NQYE,11616,3000,14000,14464,15000,36,36,16,1,9538.666667,10488,14488,34155.80729
SOVJ,21924.5,21924.5,21924.5,28844,15005,36,36,4,4,21924.5,24231,21924.5,236095.915
AHFI,325000,113750,75000,40000,15000,16,11,14,23,171250,76250,43333.33333,269794.4308
HQBZ,15000,15000,15000,15000,15000,16,2,2,2,15000,15000,15000,15012.4175
KMLK,21250,15000,15000,40000,15000,16,2,1,4,17083.33333,23333.33333,23333.33333,73109.8975
PRSN,75000,60000,75000,75000,15000,16,2,1,4,70000,70000,55000,158084.769
PBMK,75000,51250,75000,40000,15000,16,2,2,2,67083.33333,55416.66667,43333.33333,147110.4669
CATU,15000,15000,40000,15000,15000,16,4,3,3,23333.33333,23333.33333,23333.33333,19333.34
KKSI,15000,30000,75000,15000,15000,16,2,2,2,40000,40000,35000,70847.95479
JZLE,175000,95000,95000,95000,15000,16,12,9,8,121666.6667,95000,68333.33333,285120.9002
OFSC,15000,15000,40000,15000,15000,16,2,1,4,23333.33333,23333.33333,23333.33333,73109.8975
XHFX,15000,15000,15000,15000,15000,16,4,3,3,15000,15000,15000,35130.27298
OSWI,15000,15000,15000,25000,15000,16,2,1,4,15000,18333.33333,18333.33333,28668.98208
DZPE,15000,15000,15000,15000,15000,16,2,2,2,15000,15000,15000,15012.4175
NMSR,75000,45000,45000,45000,15000,16,2,2,2,55000,45000,35000,93457.85333
LYWT,31666.66667,31666.66667,40000,40000,15000,16,2,2,2,34444.44444,37222.22222,31666.66667,118576.7054
GGAG,55000,55000,75000,75000,15000,16,8,7,8,61666.66667,68333.33333,55000,197298.629
BXXH,15000,15000,15000,15000,15000,16,2,1,4,15000,15000,15000,16655.33362
KONM,40000,33750,40000,40000,15000,16,2,1,4,37916.66667,37916.66667,31666.66667,89099.38833
ENVA,15000,15000,15000,15000,15000,16,2,1,4,15000,15000,15000,16655.33362
BPGW,15000,40000,75000,40000,15000,16,2,1,4,43333.33333,51666.66667,43333.33333,206895.8867
ZFVD,15000,15000,15000,15000,15000,16,21,27,35,15000,15000,15000,67653.05
URDE,15000,15000,15000,15000,15000,16,2,2,2,15000,15000,15000,15012.4175
CCFK,15000,15000,15000,15000,15000,16,2,2,2,15000,15000,15000,15012.4175
ZFWZ,15000,15000,15000,15000,15000,16,2,1,4,15000,15000,15000,16655.33362
BECI,35000,35000,15000,75000,15000,16,10,15,24,28333.33333,41666.66667,35000,142706.3617
RUFP,15000,15000,15000,15000,15000,16,2,1,4,15000,15000,15000,16655.33362
PPVS,15000,15000,15000,15000,15000,16,5,5,5,15000,15000,15000,15952.81268
VOTJ,15000,15000,15000,15000,15000,16,4,4,4,15000,15000,15000,16655.33362
BBMT,25455,25455,25455,36030,14880,32,4,4,6,25455,28980,25455,58166.52375
FCRW,25530,49918,47643,33524,14711,16,2,1,4,41030.33333,43695,31959.33333,116216.6175
DIGJ,9717.5,9717.5,9717.5,4889,14546,16,8,8,10,9717.5,8108,9717.5,33236.59583
XAFP,12145,15308,13726.5,13726.5,13726.5,16,4,3,3,13726.5,14253.66667,13726.5,61878.29375
MZPN,14492.5,14492.5,14492.5,14627,14358,16,5,5,5,14492.5,14537.33333,14492.5,28189.71375
RCSK,15689.66667,15689.66667,25397,7314,14358,16,2,1,4,18925.44444,16133.55556,15689.66667,41343.9081
SKIU,40140,40140,40140,65924,14356,36,36,10,12,40140,48734.66667,40140,254264.4308
GNMJ,13804.5,10226,11248,19428,14316,16,8,8,10,11759.5,13634,14997.33333,38940.45583
JHDG,5105,15161,10133,10133,10133,16,2,1,4,10133,11809,10133,79323.5575
RNTZ,13656.5,13656.5,13707,13606,13656.5,16,4,4,4,13673.33333,13656.5,13656.5,13951.19375
PHIA,14800625,4942646,13707,13606,4942646,16,4,3,3,6585659.333,1656653,1656653,1384498.087
CZVY,66265,66265,66265,118935,13595,36,36,2,2,66265,83821.66667,66265,127200.4478
XVUK,6824.5,6824.5,6824.5,1038,12611,16,6,6,7,6824.5,4895.666667,6824.5,60806.57583
TDVB,7440,7440,7440,2340,12540,36,36,2,2,7440,5740,7440,27058.77104
QQDB,11501,11501,11501,11001,12001,16,2,2,2,11501,11334.33333,11501,12079.73458
IWYG,26000,26000,50000,16000,12000,36,36,14,23,34000,30666.66667,26000,88174.42208
NMYK,8500,8500,8500,5000,12000,36,36,17,17,8500,7333.333333,8500,32584.935
EXCI,13478.5,13478.5,13478.5,15327,11630,16,4,3,3,13478.5,14094.66667,13478.5,25152.81375
NTCW,94178,94178,94178,176884,11472,16,4,3,3,94178,121746.6667,94178,201333.7006
TSWF,11000,12000,11500,11500,11500,62,46,33,31,11500,11666.66667,11500,62739.37333
KYMC,8297,8297,8297,5456,11138,16,4,3,3,8297,7350,8297,8575.204375
COAY,13167,10887,77612,100830,11008,36,36,10,9,33888.66667,63109.66667,63150,68120.46875
AYIN,4669,17117,10923.66667,10923.66667,10985,16,2,2,2,10903.22222,12988.11111,10944.11111,59032.46625
ZMNY,26212.5,26212.5,26212.5,41458,10967,16,12,9,8,26212.5,31294.33333,26212.5,72965.69896
CSQA,7206,7206,7206,3450,10962,16,4,3,3,7206,5954,7206,24938.38771
QLUQ,31000.5,31000.5,31000.5,51558,10443,16,4,4,4,31000.5,37853,31000.5,91277.47042
ERRL,5894,5894,5894,1400,10388,16,2,2,2,5894,4396,5894,17207.61625
DTEK,5736.5,5736.5,5736.5,1206,10267,36,36,5,6,5736.5,4226.333333,5736.5,36574.03875
EOMK,65932,65932,65932,121624,10240,34,36,39,33,65932,84496,65932,217960.1321
LQTX,130000,250000,130000,10000,130000,36,36,8,7,170000,130000,90000,294558.41
OZDD,138000,266000,138000,10000,138000,16,10,16,45,180666.6667,138000,95333.33333,471377.2165
OBCR,338000,666000,338000,10000,338000,16,4,4,4,447333.3333,338000,228666.6667,844815.7467
YOVE,155000,300000,155000,10000,155000,16,12,9,8,203333.3333,155000,106666.6667,347386.3071
XJWE,5429.5,655,5429.5,5429.5,10204,35,32,31,30,3838,3838,7021,11822.0575
RRLO,30000,30000,30000,50000,10000,36,36,6,3,30000,36666.66667,30000,71907.16167
KYIB,13495,9723,11609,11609,11609,16,2,2,2,11609,10980.33333,11609,36122.76708
PYGW,6872,6872,6872,5025,8719,36,36,6,3,6872,6256.333333,6872,45888.30833
PWUM,13150,9006,11078,11078,11078,16,6,6,7,11078,10387.33333,11078,90605.75292
RFMU,29000,29000,29000,50000,8000,36,36,12,13,29000,36000,29000,172162.2996
XSXM,208,8280,4244,4244,4244,16,2,2,2,4244,5589.333333,4244,10036.01292
QYKW,4153,4153,4153,1073,7233,12,5,13,36,4153,3126.333333,4153,51612.63125
JOWH,3749.5,3749.5,3749.5,516,6983,36,36,6,3,3749.5,2671.666667,3749.5,13340.76604
HJXG,3580.5,3580.5,3580.5,219,6942,16,8,8,10,3580.5,2460,3580.5,5207.806458
ZHBI,111299,111299,111299,216035,6563,32,4,3,3,111299,146211,111299,203534.5877
AUPR,20000,6905,13452.5,13452.5,13452.5,16,4,4,4,13452.5,11270,13452.5,48907.37063
VKFJ,4798.5,4798.5,4798.5,3407,6190,36,36,16,1,4798.5,4334.666667,4798.5,12272.28875
ZBGI,1693,5408,3550.5,3550.5,3550.5,16,4,3,3,3550.5,4169.666667,3550.5,4600.557917
WVUF,30,2537,2537,2537,5044,16,5,5,5,1701.333333,2537,3372.666667,11992.34604
PQZN,28550,76000,28550,4650,5000,16,12,9,8,44366.66667,36400,12733.33333,204287.3473
ZNWD,43000,43000,43000,81000,5000,36,36,16,1,43000,55666.66667,43000,143212.2002
HYZR,28500,28500,28500,52000,5000,36,36,5,5,28500,36333.33333,28500,139281.9244
OMRF,55498,5234,30366,30366,30366,16,2,2,2,30366,21988.66667,30366,83433.87688
FOTO,14123.5,14123.5,14123.5,24247,4000,36,36,16,1,14123.5,17498,14123.5,30236.72333
NZWK,14123.5,14123.5,14123.5,24247,4000,36,36,16,1,14123.5,17498,14123.5,30236.72333
TMIH,3700,3793.5,3793.5,3887,3793.5,16,2,1,4,3762.333333,3824.666667,3824.666667,5840.398958
FBQC,12319.66667,3700,29372,3887,12319.66667,16,8,7,8,15130.55556,12319.66667,15192.88889,68646.6875
BJHY,3901.5,3901.5,3916,3887,3901.5,32,4,3,2,3906.333333,3901.5,3901.5,1492.309583
RYJR,117,3931,2024,2024,2024,16,12,9,8,2024,2659.666667,2024,4034.864167
IEUD,119782,61643,61643,61643,3504,16,6,12,15,81022.66667,61643,42263.33333,277296.8998
HNXF,10841.5,10841.5,10841.5,18124,3559,36,36,2,2,10841.5,13269,10841.5,58956.66833
LLCE,2991.5,2991.5,2991.5,2633,3350,16,4,3,3,2991.5,2872,2991.5,7202.223333
IEDL,4500,6000,3000,4500,4500,16,5,5,5,4500,4500,4000,7920.1575
ZYAL,5089,5089,5089,7136,3042,36,36,17,17,5089,5771.333333,5089,5364.950833
ZTTN,115582,2865,59223.5,59223.5,59223.5,359,375,367,359,59223.5,40437.33333,59223.5,166092.4846
INOR,3843.5,3843.5,3843.5,5003,2684,36,36,10,9,3843.5,4230,3843.5,4793.000417
KWOK,13284,13284,13284,24154,2414,16,8,7,8,13284,16907.33333,13284,102340.441
YBRB,3383,3383,3383,4397,2369,32,6,6,6,3383,3721,3383,6315.275
HMTF,103379,2512,52945.5,52945.5,52945.5,16,4,4,4,52945.5,36134.33333,52945.5,219594.6988
VBKH,3200,2300,2750,2750,2750,16,2,1,4,2750,2600,2750,37152.32896
LBSM,2240.5,2240.5,2240.5,2338,2143,32,12,10,11,2240.5,2273,2240.5,3866.995
INIH,8192,5830.333333,5830.333333,7119,2180,36,36,16,1,6617.555556,6259.888889,5043.111111,27447.4075
SVZI,8180.5,8180.5,8180.5,14316,2045,16,6,6,7,8180.5,10225.66667,8180.5,36694.60979
VSER,37,2162,1099.5,1099.5,1099.5,16,5,5,5,1099.5,1453.666667,1099.5,3359.687708
LNVU,2550,2550,3150,1950,2550,16,2,1,4,2750,2550,2550,14249.85938
PENM,58000,281000,85750,2000,2000,36,36,14,14,141583.3333,122916.6667,29916.66667,660995.3904
QQGZ,2000,2000,2000,2000,2000,36,36,4,4,2000,2000,2000,2130.09
LCHQ,5792.5,5792.5,5792.5,9885,1700,36,36,6,3,5792.5,7156.666667,5792.5,23636.92354
WCRJ,2446.5,2446.5,2446.5,3252,1641,36,36,2,2,2446.5,2715,2446.5,2369.9875
BMCM,21551,13293,1534,12126,12126,16,4,3,3,12126,8984.333333,8595.333333,38607.44792
SDIM,40000,15000,15000,2979,1600,16,8,7,8,23333.33333,10993,6526.333333,32698.72208
ZHIB,84804,14102,33489.66667,1563,33489.66667,16,4,4,4,44131.88889,16384.88889,22847.44444,92488.05958
ZLBA,29244.5,29244.5,29244.5,57001,1488,16,2,2,2,29244.5,38496.66667,29244.5,120911.3644
FBKL,1443.5,1443.5,1443.5,1500,1387,16,2,2,2,1443.5,1462.333333,1443.5,1438.4575
NXPW,855,855,855,580,1130,32,2,2,3,855,763.3333333,855,721.27125
VPBR,7195.5,7195.5,7195.5,13276,1115,16,20,23,32,7195.5,9222.333333,7195.5,119446.0183
DAPI,22173,64576,1041,902,22173,42,46,58,78,29263.33333,22173,8038.666667,148432.4767
FDSS,400370,959,200664.5,200664.5,200664.5,16,2,1,4,200664.5,134096,200664.5,426385.4156
IQTP,1164.5,1164.5,1164.5,1626,703,16,4,4,4,1164.5,1318.333333,1164.5,6114.447708
ZORP,450,450,450,202,698,16,2,2,2,450,367.3333333,450,2005.234375
NXRZ,1954,1954,1954,3308,600,16,11,14,23,1954,2405.333333,1954,4971.785833
UBXJ,1072.5,1072.5,1072.5,1584,561,36,36,4,4,1072.5,1243,1072.5,5030.154167
YJNQ,5585,550,3067.5,3067.5,3067.5,16,2,2,2,3067.5,2228.333333,3067.5,4625.602083
GKUY,15287,10824.33333,10824.33333,16683,503,36,36,14,14,12311.88889,12777.22222,9336.777778,62940.14042
HFSS,328.5,328.5,328.5,232,425,36,36,16,1,328.5,296.3333333,328.5,207.461875
IMPC,5006,79770,29054,31205,287,16,2,1,4,37943.33333,46676.33333,20182,179851.7054
GBML,214.5,214.5,214.5,148,281,16,12,9,8,214.5,192.3333333,214.5,639.64625
SRDR,68.5,68.5,68.5,25,112,16,5,5,5,68.5,54,68.5,127.60625
AHBN,18792,18792,18792,37480,104,16,6,6,7,18792,25021.33333,18792,107342.0371
GWGX,100.25,105,102,98,96,36,36,6,3,102.4166667,101.6666667,98.66666667,4692.80125
RBPM,11116,11116,11116,22136,96,36,36,16,1,11116,14789.33333,11116,24835.96771
XUGO,1267,1267,1267,2438,96,16,2,2,2,1267,1657.333333,1267,2344.161042
UFYS,7361.5,7361.5,7361.5,14627,96,16,5,5,5,7361.5,9783.333333,7361.5,42420.21104
DVPF,97,97,97,98,96,16,5,5,5,97,97.33333333,97,119.46125
PHLS,97,97,97,98,96,26,12,78,105,97,97.33333333,97,104965.9119
NIEO,5406.5,5406.5,5406.5,10752,61,16,2,2,2,5406.5,7188.333333,5406.5,19470.50125
MHIT,4.5,4.5,4.5,6,3,16,4,4,4,4.5,5,4.5,13.59875
GGRI,5003,5003,5003,10004,2,16,5,5,5,5003,6670,5003,29524.83646
YHTB,4,4,4,7,1,36,36,5,5,4,5,4,48.67625
SGFQ,1835191,1782910,1809050.5,1809050.5,1809050.5,48,46,42,41,1809050.5,1800337,1809050.5,3386137.958
HCFL,6322950,25925073,16124011.5,16124011.5,16124011.5,104,107,125,129,16124011.5,19391032,16124011.5,33749755.29
QAZG,81072,127308,69536,93052,92742,16,12,20,29,92638.66667,96632,85110,204344.1767
AQIF,10737,7669,13805,10737,10737,16,2,1,4,10737,10737,11759.66667,67742.2975
VDJU,5131,8692,20452,5624,9974.75,16,8,7,8,11425,11589.33333,12016.91667,53862.71167
AUWB,80611.33333,26075,3068,212691,80611.33333,16,2,1,4,36584.77778,80611.33333,98790.11111,230041.6944
BDCO,3482982,3798965,3640973.5,3640973.5,3640973.5,57,58,57,54,3640973.5,3693637.333,3640973.5,4873940.09
UTCS,2400000,2500000,2300000,2400000,2400000,16,8,7,8,2400000,2400000,2366666.667,2830231.14
BUVF,2240000,2230000,2250000,2240000,2240000,36,36,10,9,2240000,2240000,2243333.333,2673629.32
OCDD,582845,560000,600000,600000,585711.25,16,4,3,3,580948.3333,586666.6667,595237.0833,684628.119
GLWY,1000000,1000000,1000000,1000000,1000000,16,6,6,7,1000000,1000000,1000000,1168470.136
JQTR,3000000,3000000,3000000,3000000,3000000,48,54,88,81,3000000,3000000,3000000,4165519.648
VHFK,870096,940579,799613,870096,870096,16,6,6,7,870096,870096,846601.6667,1293030.313
XTPZ,1000000,1000000,1000000,1000000,1000000,16,5,5,5,1000000,1000000,1000000,928309.1438
HVSA,600000,650000,625000,625000,625000,16,8,8,10,625000,633333.3333,625000,571417.8275
SPFU,3021038,3050000,3050000,3040346,3040346,66,53,44,46,3040346,3046782,3043564,4767175.582
UTSB,2900000,2900000,3000000,2933333.333,2933333.333,83,90,78,45,2933333.333,2944444.444,2955555.556,4583367.629
UCDG,993333.3333,1000000,1000000,980000,993333.3333,16,10,15,24,997777.7778,993333.3333,991111.1111,1601536.908
MOZH,650000,650000,650000,650000,650000,92,109,162,206,650000,650000,650000,1462557.703
ZRXW,3200000,3200000,3200000,3200000,3200000,36,36,6,3,3200000,3200000,3200000,3058866.357
SQNK,2000000,2000000,2000000,2000000,2000000,16,2,2,2,2000000,2000000,2000000,2155293.18
QEBY,550000,600000,575000,575000,575000,16,8,8,10,575000,583333.3333,575000,974471.94
LJUY,1100000,1050000,1075000,1075000,1075000,16,2,2,2,1075000,1066666.667,1075000,1653255.55
AEUF,3100000,2200000,4000000,3100000,3100000,35,41,47,48,3100000,3100000,3400000,5866883.383
VIQF,500000,550000,525000,525000,525000,16,4,4,4,525000,533333.3333,525000,580767.826
PIAX,4221334,3540082,4902586,4221334,4221334,44,59,81,80,4221334,4221334,4448418,5964521.072
ZFFE,600000,982718,1013300,1800000,1099004.5,24,26,28,34,865339.3333,1265339.333,1304101.5,2920741.11
CMZT,1600000,1600000,1600000,1600000,1600000,16,12,10,16,1600000,1600000,1600000,2152147.263
NWET,940137,2310002,2500000,1700000,1862534.75,36,36,30,20,1916713,2170000.667,2020844.917,3726550.842
FLZV,1200000,1200000,1200000,1200000,1200000,58,66,63,62,1200000,1200000,1200000,1540396.328
LOSQ,4410263,6205131.5,8000000,6205131.5,6205131.5,64,62,93,114,6205131.5,6803421,6803421,11387123.01
ZPQI,364951,1537000,5300000,2400650.333,2400650.333,42,40,26,26,2400650.333,3079216.778,3367100.222,6719577.322
TZSY,4200000,6360000,6500000,5686666.667,5686666.667,16,15,21,28,5686666.667,6182222.222,5957777.778,6733392.765
GLYL,1700000,1400000,2000000,1700000,1700000,36,36,2,2,1700000,1700000,1800000,5682799.857
UMJE,250000,260000,330000,280000,280000,16,6,6,7,280000,290000,296666.6667,577457.8008
DMGQ,516412,1610000,3880000,7150000,3289103,43,50,72,86,2002137.333,4213333.333,4773034.333,7221955.336
RTFQ,400000,600000,800000,600000,600000,16,6,12,15,600000,666666.6667,666666.6667,1189577.533
AMFQ,2247830,2247830,721660,3774000,2247830,62,62,60,60,1739106.667,2247830,2247830,3672758.467
GLEY,830342,830342,504684,1156000,830342,42,43,55,49,721789.3333,830342,830342,2586124.634
TKMA,5000000,6500000,5750000,5750000,5750000,16,14,17,15,5750000,6000000,5750000,7507857.31
MSFG,4612000,4892000,5700000,5068000,5068000,19,23,28,32,5068000,5220000,5278666.667,6516882.652
FYTF,988044,1334426,1161235,1161235,1161235,16,2,1,4,1161235,1218965.333,1161235,1883375.352
VMFN,1550000,1500000,1600000,1550000,1550000,16,6,11,12,1550000,1550000,1566666.667,1655347.271
VCDY,2086000,2100000,2093000,2093000,2093000,38,35,39,37,2093000,2095333.333,2093000,3326029.242
